code;description;type;manufacturer;standard
P2741; Trans Fluid Temp SensorB Circ Range Perf ;common;common;ESOBD
P2742; Trans Fluid Temp SensorB Circ Low ;common;common;ESOBD
P2743; Trans Fluid Temp SensorB Circ High ;common;common;ESOBD
P2744; Trans Fluid Temp SensorB Circ Interm ;common;common;ESOBD
P2745; Intermediate Shaft Speed SensorB Circ ;common;common;ESOBD
P2746; Intermediate Shaft Speed SensorB Circ Range/Perf ;common;common;ESOBD
P2747; Intermediate Shaft Speed SensorB Circ No Signal ;common;common;ESOBD
P2748; Intermediate Shaft Speed SensorB Circ Interm ;common;common;ESOBD
P2749; Intermediate Shaft Speed Sensor C Circ ;common;common;ESOBD
P2750; Intermediate Shaft Speed Sensor C Circ Range/Perf ;common;common;ESOBD
P2751; Intermediate Shaft Speed Sensor C Circ No Signal ;common;common;ESOBD
P2752; Intermediate Shaft Speed Sensor C Circ Interm ;common;common;ESOBD
P2753; Trans Fluid Cooler Ctrl Circ/Open ;common;common;ESOBD
P2754; Trans Fluid Cooler Ctrl Circ Low ;common;common;ESOBD
P2755; Trans Fluid Cooler Ctrl Circ High ;common;common;ESOBD
P2756; Torq Conv Clutch Press Ctrl Solenoid ;common;common;ESOBD
P2757; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Perf or Stuck Off ;common;common;ESOBD
P2758; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Stuck On ;common;common;ESOBD
P2759; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Electrical ;common;common;ESOBD
P2760; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Interm ;common;common;ESOBD
P2761; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ/Open ;common;common;ESOBD
P2762; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Range/Perf ;common;common;ESOBD
P2763; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ High ;common;common;ESOBD
P2764; Torq Conv Clutch Press Ctrl Solenoid Ctrl Circ Low ;common;common;ESOBD
P2765; Input/Turbine Speed SensorB Circ ;common;common;ESOBD
P2766; Input/Turbine Speed SensorB Circ Range/Perf ;common;common;ESOBD
P2767; Input/Turbine Speed SensorB Circ No Signal ;common;common;ESOBD
P2768; Input/Turbine Speed SensorB Circ Interm ;common;common;ESOBD
P2769; Torq Conv Clutch Circ Low ;common;common;ESOBD
P2770; Torq Conv Clutch Circ High ;common;common;ESOBD
P2771; 4WD Low Switch Circ ;common;common;ESOBD
P2772; 4WD Low Switch Circ Range/Perf ;common;common;ESOBD
P2773; 4WD Low Switch Circ Low ;common;common;ESOBD
P2774; 4WD Low Switch Circ High ;common;common;ESOBD
P2775; Upshift Switch Circ Range/Perf ;common;common;ESOBD
P2776; Upshift Switch Circ Low ;common;common;ESOBD
P2777; Upshift Switch Circ High ;common;common;ESOBD
P2778; Upshift Switch Circ Interm/Erratic ;common;common;ESOBD
P2779; Downshift Switch Circ Range/Perf ;common;common;ESOBD
P2780; Downshift Switch Circ Low ;common;common;ESOBD
P2781; Downshift Switch Circ High ;common;common;ESOBD
P2782; Downshift Switch Circ Interm/Erratic ;common;common;ESOBD
P2783; Torq Conv Temp Too High ;common;common;ESOBD
P2784; Input/Turbine Speed SensorA/B Correlation ;common;common;ESOBD
P2785; Clutch Actuator Temp Too High ;common;common;ESOBD
P2786; Gear Shift Actuator Temp Too High ;common;common;ESOBD
P2787; Clutch Temp Too High ;common;common;ESOBD
P2788; Auto Shift Manual Adaptive Learning at Limit ;common;common;ESOBD
P2789; Clutch Adaptive Learning at Limit ;common;common;ESOBD
P2790; Gate Select Direction Circ ;common;common;ESOBD
P2791; Gate Select Direction Circ Low ;common;common;ESOBD
P2792; Gate Select Direction Circ High ;common;common;ESOBD
P2793; Gear Shift Direction Circ ;common;common;ESOBD
P2794; Gear Shift Direction Circ Low ;common;common;ESOBD
P2795; Gear Shift Direction Circ High ;common;common;ESOBD
P2A00; O2 Sensor Circ Range/Perf Bank1 Sensor 1 ;common;common;ESOBD
P2A01; O2 Sensor Circ Range/Perf Bank1 Sensor 2 ;common;common;ESOBD
P2A02; O2 Sensor Circ Range/Perf Bank1 Sensor 3 ;common;common;ESOBD
P2A03; O2 Sensor Circ Range/Perf Bank2 Sensor 1 ;common;common;ESOBD
P2A04; O2 Sensor Circ Range/Perf Bank2 Sensor 2 ;common;common;ESOBD
P2A05; O2 Sensor Circ Range/Perf Bank2 Sensor 3;common;common;ESOBD
P3400; Cylinder Deactivation Sys Bank1 ;common;common;ESOBD
P3401; Cyl1 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3402; Cyl1 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3403; Cyl1 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3404; Cyl1 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3405; Cyl1 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3406; Cyl1 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3407; Cyl1 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3408; Cyl1 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3409; Cyl2 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3410; Cyl2 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3411; Cyl2 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3412; Cyl2 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3413; Cyl2 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3414; Cyl2 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3415; Cyl2 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3416; Cyl2 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3417; Cyl3 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3418; Cyl3 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3419; Cyl3 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3420; Cyl3 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3421; Cyl3 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3422; Cyl3 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3423; Cyl3 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3424; Cyl3 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3425; Cyl4 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3426; Cyl4 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3427; Cyl4 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3428; Cyl4 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3429; Cyl4 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3430; Cyl4 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3431; Cyl4 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3432; Cyl4 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3433; Cyl5 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3434; Cyl5 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3435; Cyl5 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3436; Cyl5 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3437; Cyl5 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3438; Cyl5 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3439; Cyl5 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3440; Cyl5 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3441; Cyl6 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3442; Cyl6 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3443; Cyl6 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3444; Cyl6 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3445; Cyl6 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3446; Cyl6 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3447; Cyl6 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3448; Cyl6 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3449; Cyl7 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3450; Cyl7 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3451; Cyl7 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3452; Cyl7 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3453; Cyl7 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3454; Cyl7 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3455; Cyl7 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3456; Cyl7 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3457; Cyl8 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3458; Cyl8 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3459; Cyl8 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3460; Cyl8 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3461; Cyl8 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3462; Cyl8 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3463; Cyl8 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3464; Cyl8 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3465; Cyl9 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3466; Cyl9 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3467; Cyl9 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3468; Cyl9 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3469; Cyl9 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3470; Cyl9 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3471; Cyl9 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3472; Cyl9 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3473; Cyl10 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3474; Cyl10 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3475; Cyl10 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3476; Cyl10 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3477; Cyl10 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3478; Cyl10 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3479; Cyl10 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3480; Cyl10 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3481; Cyl11 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3482; Cyl11 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3483; Cyl11 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3484; Cyl11 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3485; Cyl11 Exhaust Valve Ctrl Circ/Open ;common;common;ESOBD
P3486; Cyl11 Exhaust Valve Ctrl Perf ;common;common;ESOBD
P3487; Cyl11 Exhaust Valve Ctrl Circ Low ;common;common;ESOBD
P3488; Cyl11 Exhaust Valve Ctrl Circ High ;common;common;ESOBD
P3489; Cyl12 Deactivation/Intake Valve Ctrl Circ/Open ;common;common;ESOBD
P3490; Cyl12 Deactivation/Intake Valve Ctrl Perf ;common;common;ESOBD
P3491; Cyl12 Deactivation/Intake Valve Ctrl Circ Low ;common;common;ESOBD
P3492; Cyl12 Deactivation/Intake Valve Ctrl Circ High ;common;common;ESOBD
P3493; Cyl12 Exhaust Valve Ctrl Circ/Open;common;common;ESOBD
